asset,entry_timeframe,atr_window,include_secondary_levels,include_session_levels,allow_level_rearm,confirmation_mode,close_beyond_lookback_bars,wick_atr_mult,reversal_lookback_bars,reversal_requires_close,bos_lookback_bars,bos_mode,bos_confirm_atr_mult,require_rsi_confirm,rsi_period,rsi_mode,rsi_ob,rsi_os,sl_atr_buffer_mult,sl_extend_to_next_level,sl_extend_check_atr_mult,tp_mode,rr,session_start_minutes,session_end_minutes,max_trades_per_day,skip_weekday,n_trades,win_rate_pct,profit_factor,total_r,expectancy_r,max_dd_r,eod_frac,avg_profit_factor,min_profit_factor,periods_evaluated,periods_passed,consistency,calmar,score,period_pfs
MCL,5min,20,False,True,False,break_of_structure,3,1.5,1,False,30,raw_wick,0.3,False,14,overbought_oversold,65,25,0.5,False,1.5,opposite_level,1.5,570,960,999,3,1181,58.09,0.918,-28.99,-0.0245,56.85,0.2989,0.947,0.641,5,2,0.4,-0.51,1.814,"[0.755, 0.641, 1.007, 1.389, 0.944]"
MCL,5min,14,True,False,False,break_of_structure,1,0.75,13,False,8,raw_wick,0.5,False,14,overbought_oversold,80,30,0.3,True,2.0,fixed_rr,2.5,300,900,1,-1,436,52.52,2.307,257.67,0.591,11.96,0.2454,2.369,1.928,5,5,1.0,21.544,11.7221,"[1.935, 3.457, 2.555, 1.928, 1.972]"
MCL,5min,20,True,True,True,reversal_cross_back,5,2.0,5,True,30,fractal,0.5,True,21,cross_50,75,20,1.0,True,0.5,reversal_to_open,1.5,420,750,1,-1,456,54.39,1.995,87.59,0.1921,6.3,0.0614,2.051,1.616,5,5,1.0,13.903,9.8975,"[1.796, 1.906, 3.247, 1.616, 1.692]"
MCL,3min,30,False,True,False,reversal_cross_back,1,0.5,3,True,5,fractal,0.5,False,7,cross_50,75,35,0.1,True,0.5,reversal_to_open,1.25,570,690,5,-1,1681,27.54,0.492,-594.36,-0.3536,596.47,0.0827,0.493,0.343,5,0,0.0,-0.996,0.0,"[0.418, 0.343, 0.608, 0.532, 0.562]"
MCL,3min,14,False,True,True,reversal_cross_back,3,1.5,5,False,5,raw_wick,0.3,True,7,cross_50,75,30,0.75,False,0.5,reversal_to_open,3.0,300,840,3,4,380,41.84,1.799,115.35,0.3036,16.13,0.0474,1.787,0.947,5,4,0.8,7.151,4.5023,"[1.031, 2.182, 2.933, 0.947, 1.84]"
MCL,3min,14,False,False,True,break_of_structure,3,2.0,1,True,8,raw_wick,0.2,False,14,overbought_oversold,65,35,0.75,True,0.5,fixed_rr,1.5,180,780,3,3,1320,50.61,1.289,191.33,0.1449,20.17,0.1265,1.294,1.057,5,5,1.0,9.486,7.5958,"[1.057, 1.517, 1.254, 1.449, 1.193]"
MCL,5min,30,True,False,False,reversal_cross_back,5,2.0,13,False,3,raw_wick,0.2,False,7,overbought_oversold,70,20,0.5,True,1.5,reversal_to_open,4.0,420,750,1,0,557,47.94,1.873,269.16,0.4832,15.97,0.0503,1.879,1.289,5,5,1.0,16.854,8.1521,"[1.48, 1.289, 2.612, 2.202, 1.812]"
MCL,5min,30,True,True,True,immediate_break,1,1.5,5,False,8,raw_wick,0.2,False,7,cross_50,70,20,0.1,False,2.0,reversal_to_open,2.0,300,900,999,2,15157,24.99,1.084,1414.85,0.0933,746.03,0.0302,1.1,0.902,5,2,0.4,1.897,3.4732,"[0.974, 0.902, 1.468, 1.184, 0.97]"
MCL,3min,30,False,True,True,immediate_break,5,0.75,5,False,3,fractal,0.5,True,7,overbought_oversold,80,35,1.0,True,1.0,fixed_rr,3.0,180,690,1,1,638,43.26,1.618,263.65,0.4132,31.24,0.0862,1.65,1.085,5,5,1.0,8.44,7.009,"[1.635, 1.514, 2.027, 1.99, 1.085]"
MCL,5min,20,False,True,True,reversal_cross_back,5,1.5,3,False,5,fractal,0.5,False,14,cross_50,80,20,0.1,False,0.5,reversal_to_open,1.25,570,960,3,1,2051,17.8,0.395,-1275.11,-0.6217,1283.57,0.0083,0.402,0.302,5,0,0.0,-0.993,0.0,"[0.302, 0.437, 0.523, 0.436, 0.31]"
