pool_row,asset,tf,tp_mode,search_score,search_pf,n_trades,split,is_pass_500,is_days_500,is_pass_750,is_days_750,is_pass_1000,is_days_1000,is_pass_1250,is_days_1250,is_pass_1500,is_days_1500,best_risk,is_pass,is_days_med,is_cohorts,oos_pass,oos_fail,oos_days_med,oos_days_p90,oos_cohorts,full_pass,full_days_med,target_raised%,capped%,avg_contracts
1743,6E,3min,reversal_to_open,21.7262,3.489,2461,2024-04-29,92.0,18,90.4,18,89.8,18,89.8,18,89.8,18,500,92.0,18,187,88.1,7.1,22,44,126,90.4,22,85.9,86.4,48.2
23639,MNQ,3min,opposite_level,21.6675,3.869,1231,2024-04-22,81.3,40,72.2,32,69.5,31,69.5,29,69.0,29,500,81.3,40,187,71.4,23.8,38,71,126,77.3,39,85.0,27.0,30.9
26243,6E,3min,reversal_to_open,21.6513,4.645,2015,2024-04-29,96.8,24,94.1,22,93.6,22,93.6,19,94.1,22,500,96.8,24,187,90.5,3.2,24,50,126,94.2,24,88.8,67.3,44.5
41795,MNQ,3min,reversal_to_open,21.6145,3.345,6207,2024-04-22,46.5,24,42.8,24,43.3,24,42.2,24,41.2,24,500,46.5,24,187,30.2,68.3,30,72,126,39.9,25,53.0,41.2,36.5
25871,MNQ,3min,opposite_level,21.606,3.108,3220,2024-04-22,73.3,18,66.3,17,58.8,17,57.8,16,55.6,16,500,73.3,18,187,54.8,43.7,18,50,126,65.8,18,76.0,2.0,15.6
10299,6E,3min,opposite_level,21.5888,3.449,4417,2024-04-29,82.4,12,79.7,11,75.4,11,74.3,11,73.8,10,500,82.4,12,187,74.6,23.8,16,32,126,79.2,15,76.4,21.3,32.9
11687,MNQ,3min,reversal_to_open,21.5337,3.552,6134,2024-04-22,70.1,15,62.6,15,63.1,12,61.0,15,59.9,12,500,70.1,15,187,73.0,24.6,18,40,126,71.2,15,77.6,1.2,15.2
26275,MNQ,3min,reversal_to_open,21.4557,4.25,1002,2024-04-22,89.8,71,85.6,71,79.7,71,72.2,65,67.9,64,500,89.8,71,187,74.6,9.5,117,229,126,83.7,86,86.9,1.0,10.7
25415,6E,3min,opposite_level,21.3995,4.027,4410,2024-04-29,85.0,19,85.6,19,85.6,19,85.6,19,85.6,19,750,85.6,19,187,90.5,7.9,17,33,126,87.5,18,88.2,97.1,49.7
38495,6E,3min,reversal_to_open,21.3723,4.32,2333,2024-04-29,97.9,22,97.3,22,96.8,19,96.8,19,96.8,19,500,97.9,22,187,97.6,0.8,17,38,126,97.8,22,95.2,86.3,48.2
44343,6E,3min,opposite_level,21.3547,3.44,2739,2024-04-29,82.4,17,82.4,17,81.8,17,81.8,17,81.8,17,500,82.4,17,187,68.3,26.2,29,57,126,76.7,22,81.2,71.6,45.9
22383,6E,3min,reversal_to_open,21.2997,2.937,5854,2024-04-29,82.9,15,81.3,15,80.7,15,81.3,15,82.4,15,500,82.9,15,187,73.0,23.0,19,39,126,78.9,17,84.3,62.5,43.4
42535,6E,3min,opposite_level,20.9786,3.894,3566,2024-04-29,92.0,17,90.4,17,89.8,17,89.8,17,89.8,17,500,92.0,17,187,93.7,4.0,17,31,126,92.7,17,92.7,89.3,48.5
6975,6E,3min,reversal_to_open,20.9182,3.582,2481,2024-04-29,94.1,24,92.5,24,92.0,24,92.0,24,92.0,24,500,94.1,24,187,97.6,1.6,22,40,126,95.5,23,93.0,91.6,49.0
3671,6E,3min,reversal_to_open,20.9037,5.248,932,2024-04-29,73.3,92,72.2,79,69.5,81,69.0,75,69.0,74,500,73.3,92,187,66.4,13.6,95,179,125,70.5,95,83.0,19.3,32.3
29435,6E,3min,reversal_to_open,20.8692,3.711,3347,2024-04-29,77.0,24,72.2,23,71.7,23,71.1,19,70.6,22,500,77.0,24,187,81.0,16.7,23,50,126,78.6,23,82.4,23.6,32.8
23979,6E,3min,opposite_level,20.8096,3.723,1421,2024-04-29,98.4,23,94.1,18,90.9,16,89.8,16,88.2,16,500,98.4,23,187,92.1,2.4,31,74,126,95.8,25,63.6,37.4,37.7
3527,6E,3min,reversal_to_open,20.7841,3.371,1498,2024-04-29,82.4,40,82.4,39,82.9,39,82.9,39,82.9,39,1000,82.9,39,187,70.6,22.2,53,131,126,78.0,46,85.9,98.8,49.9
5411,6E,3min,opposite_level,20.5196,3.346,4608,2024-04-29,83.4,10,84.0,10,84.5,10,85.6,10,85.0,10,1250,85.6,10,187,86.5,12.7,11,30,126,85.9,11,89.1,97.8,49.8
44051,6E,3min,reversal_to_open,20.1428,3.121,3055,2024-04-29,89.3,17,91.4,17,91.4,17,91.4,17,91.4,17,750,91.4,17,187,84.9,9.5,19,40,126,88.8,18,89.8,90.9,49.0
40539,6E,3min,opposite_level,20.0332,3.109,2175,2024-04-29,100.0,18,95.2,17,91.4,16,91.4,16,92.0,16,500,100.0,18,187,88.1,7.1,25,47,126,95.2,22,71.6,47.6,39.8
28927,6E,3min,reversal_to_open,20.0258,2.955,2060,2024-04-29,90.4,29,85.6,24,83.4,24,81.8,23,81.8,23,500,90.4,29,187,92.9,4.8,29,54,126,91.4,29,83.7,54.4,41.7
7463,6E,3min,opposite_level,19.9351,2.967,2972,2024-04-29,66.3,23,66.3,24,65.8,24,66.3,24,66.3,24,500,66.3,23,187,51.6,42.1,36,74,126,60.4,25,72.5,86.2,48.4
45443,6E,3min,opposite_level,19.8882,3.198,3611,2024-04-29,82.4,19,81.3,18,80.2,18,79.1,18,79.1,18,500,82.4,19,187,86.5,10.3,17,31,126,84.0,18,87.5,73.2,46.3
44207,6E,3min,reversal_to_open,19.8874,3.125,2012,2024-04-29,82.4,25,77.5,24,77.5,24,78.1,24,77.5,24,500,82.4,25,187,90.5,7.1,23,44,126,85.6,25,85.0,72.6,45.6
21143,6E,3min,reversal_to_open,19.8219,3.034,4634,2024-04-29,77.5,17,77.0,17,75.9,17,75.9,17,75.9,17,500,77.5,17,187,85.7,11.9,15,29,126,80.8,16,86.6,76.8,47.0
1319,6E,3min,reversal_to_open,19.8018,4.025,2535,2024-04-29,95.7,18,95.2,17,94.7,17,95.2,17,94.1,17,500,95.7,18,187,93.7,1.6,22,43,126,94.9,18,89.1,69.7,44.9
